age,study_hours,class_attendance,sleep_hours,exam_score,gender_male,gender_other,course_b.sc,course_b.tech,course_ba,course_bba,course_bca,course_diploma,internet_access_yes,study_method_group study,study_method_mixed,study_method_online videos,study_method_self-study,exam_difficulty_hard,exam_difficulty_moderate,sleep_quality_good,sleep_quality_poor,facility_rating_low,facility_rating_medium
-1.5204424584331528,-0.5318317935804424,1.3240863318545648,0.2259985646742652,58.9,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False
1.106066841252714,-0.2762274732828373,-0.3018988715589962,-1.3905863042403674,54.8,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True
0.6683152913050695,1.6776292801785162,0.39247203381334284,0.8610854774621562,90.3,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
-0.20718780859021937,-1.4459421593905213,-1.250872442234526,-0.6977642175626678,29.7,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
-0.20718780859021937,-1.350632073855821,0.09157797481866244,1.6116427380296645,43.7,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,False
1.106066841252714,-0.22857243051548726,-0.26718032629037874,-1.6215269997996002,58.2,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
-1.5204424584331528,-1.1513473495559934,-0.05886905467867737,0.2259985646742652,53.7,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
0.6683152913050695,0.6378828925272418,-1.0946389885257497,0.687879955792731,47.3,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False
-1.0826909084855083,-0.4841767508130922,1.272008513951639,-0.23588282644420155,44.9,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False
-1.5204424584331528,1.1967465758898015,-1.459183713846228,1.6116427380296645,77.7,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False
0.2305637413574251,0.8588289999031375,0.9769008791683954,-0.6977642175626678,63.2,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
1.5438183912003585,-0.10293640867429155,1.5381840276777021,-1.6792621736894089,53.5,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True
0.6683152913050695,1.192414299274588,-1.3666009264632493,0.6301447819029229,63.9,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True
1.106066841252714,-1.3852902867775303,-0.23246178102176213,0.05279304300483992,34.1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True
0.6683152913050695,0.2783039334645093,0.294102822218928,0.39920408634369,83.5,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False
1.106066841252714,0.36061718915356833,1.7002039055979152,0.1682633907844566,98.5,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0.2305637413574251,-0.8827461994127477,1.2662220897402032,0.7456151296825401,70.3,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
-1.0826909084855083,-1.5629136280012899,-0.29611244734755954,-0.12041247866458486,32.3,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True
1.106066841252714,0.11800969870160441,1.6249803908492444,-1.5060566520199836,56.2,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
-0.20718780859021937,0.04436099624297249,-0.5854336579193679,-1.5637918259097923,49.3,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.2305637413574251,0.5295759771469007,-0.5565015368621871,-1.6215269997996002,68.1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
